Quest ID,Quest Grade,Map Biome,Structure,Quest Boss Type,Quest Boss Minion Type,Mob Variety (INT),Structure Information,Quest Objective,Quest Level,Suitable Weapon Type,Suitable Attribute,Suitable Party Size,Loot Drop Grade
7470,B,Volcanic,None,Corrupted Paladin Greyshield,Centaur Scout,5,"1 Corrupted Paladin Greyshield (Empowered), 12 Plague Rat Champions, 3 Cave Trolls",Clear Corrupted Paladin Greyshield's infestation from the old area on the hill,60,Wand,Chaos,3,C
7471,E,Forest,None,Giant Rat Queen Mangefur,Mushroom Walker,2,"1 Giant Rat Queen Mangefur (Empowered), 3 Imp Spark Champions, 5 Feral Chickens",Defeat Giant Rat Queen Mangefur and gather two samples of its hide for alchemy use,20,Shortbow,Radiant,4,F
7472,SSS,Swamp,crypt,Shadow Sovereign Umbral,Death Titan,9,"1 Shadow Sovereign Umbral + 1 Wyvern Elite Lieutenant, 12 Void Walker Abyssals, 12 Elder Draconid Fodder",Destroy Shadow Sovereign Umbral before it tears open the dimensional rift consuming the world,80,Staff,Shadow,5,SSS
7473,E,Obsidian Fields,camp,Dust Elemental Sandwhirl,Skeleton Fragment,4,"1 Dust Elemental Sandwhirl, 2 Elite Imp Sparks, 3 Goblin Child Mob Guardians, 1 Scout Slime Smalls",Eliminate Dust Elemental Sandwhirl that bit the mayor's son in the marketplace,30,Warhammer,Arcane,3,F
7474,F,Frozen Wastes,None,Animated Scarecrow,Dog Stray,3,"1 Animated Scarecrow, 5 Small Bats, 5 Baby Goblins",Shoo away Animated Scarecrow from the flower market — do not use fire,10,Greatsword / Spear,Order,2,F
7475,A,Mountains,None,Wyvern Commander,Cultist Warrior,8,"1 Wyvern Commander + 1 Naga Sentry Lieutenant, 20 Undead Soldiers, 16 Troll Grunt Fodder",Slay Wyvern Commander and recover the noble family heirlooms stolen in last month's raid,60,Greatsword,Wind,6,B + [LEGENDARY] Hellfire Axe (Demon-forged Battleaxe)
7476,A,Crystal Wastes,cave,Golem Keeper Cragfist,Werewolf Thrall,5,"1 Golem Keeper Cragfist (Empowered), 20 Werewolf Thrall Champions, 12 Gnoll Fighters",Defeat Golem Keeper Cragfist and protect the critical merchant caravan route from total collapse,60,Rapier,Earth / Astral,5,B
7477,C,Coral Reef,town,Skeleton Archer Commander,Zombie Walker,5,"1 Skeleton Archer Commander (Elite), 10 Orc Lackeys, 2 Cultist Initiates, 8 Goblin Grunts",Neutralize Skeleton Archer Commander blocking the only road connecting two towns,30,Spear,Holy / Water,5,D
7478,E,Desert,rift gate,Wild Boar Elder Tuskgrind,Dust Bunny (Cursed),4,"1 Wild Boar Elder Tuskgrind + 1 Cave Cricket Lieutenant, 5 Stray Mutts, 3 Rat Fodder",Chase Wild Boar Elder Tuskgrind away from the village before it becomes a real threat,10,Dagger / Wand,Arcane,2,E
7479,SS,Coral Reef,town,Kraken Lord Tentachor,Dire Wraith,9,"1 Kraken Lord Tentachor (Elite), 32 Dread Specters, 24 Vampire Elders, 8 Lesser Wyverns",Conquer the fortress of Kraken Lord Tentachor and free thousands of enslaved citizens,70,Crossbow,Water,6,S
7480,C,Obsidian Fields,None,Bandit Lord Cutthroat,Slime Blob,3,"1 Bandit Lord Cutthroat, 4 Elite Marsh Sprites, 6 Wild Dog Guardians, 2 Scout Goblin Grunts",Clear the cave overrun by monsters rallying under Bandit Lord Cutthroat,30,Runic Blade,Physical,5,D
7481,C,Frozen Wastes,ruins,Hobgoblin Sergeant Ironboot,Wild Dog,5,"1 Hobgoblin Sergeant Ironboot, 10 Marsh Sprites, 10 Slime Blobs",Slay Hobgoblin Sergeant Ironboot and its minions harassing construction workers,50,Crossbow,Physical,2,D
7482,D,Underdark,tower,Cultist Summoner Vexbane,Cave Spider Small,3,"1 Cultist Summoner Vexbane (Empowered), 8 Cave Bat Champions, 2 Cave Spider Smalls",Defeat Cultist Summoner Vexbane and collect crafting materials from its remains,40,Hand Cannon / Axe,Fire,2,E
7483,D,Deep Ocean,None,Skeletal Champion Crackbone,Stray Dog,3,"1 Skeletal Champion Crackbone (Empowered), 8 Slime Drop Champions, 8 Mudcrabs",Kill Skeletal Champion Crackbone and collect the posted bounty from the Guild board,20,Arcane Staff / Harpoon Lance,Necrotic,4,E
7484,F,Forest,None,Training Dummy (Rogue),Rat,2,"1 Training Dummy (Rogue), 3 Dog Strays, 3 Imp Jrs",Collect basic materials from Training Dummy (Rogue) as part of a resource gathering mission,20,Staff / Crossbow,Ice / Physical,2,F
7485,E,Mountains,None,Specter Drifter Coldgaze,Bat,3,"1 Specter Drifter Coldgaze, 3 Stray Mutts, 3 Dust Bunny (Cursed)s",Kill Specter Drifter Coldgaze and collect its claws for the leatherworker's commission,40,Greatsword,Lightning,3,E
7486,B,Desert,obsidian keep,Mermaid Witch Coralweave,Zombie Brute,5,"1 Mermaid Witch Coralweave (Elite), 9 Wraith Shadows, 12 Centaur Scouts, 3 Kobold Warriors",Clear the monster nest under Mermaid Witch Coralweave's command in the abandoned obsidian keep,50,Glaive / Bow,Water,4,C
7487,D,Shadowfell,None,Undead Pirate Captain Seadead,Stray Dog,2,"1 Undead Pirate Captain Seadead, 4 Elite Bog Frog Poisoneds, 2 Skeleton Rattle Guardians, 6 Scout Cave Bats",Drive Undead Pirate Captain Seadead and its pack away from local farmsteads,50,Soul Sword / Rapier,Holy / Void,3,E
7488,S,Ethereal Mist,dungeon,Giant Scorpion Empress,Harpy Fighter,9,"1 Giant Scorpion Empress, 24 Elite Harpy Fighters, 30 Chimera Spawn Guardians, 12 Scout Elemental Spirits",Retrieve the enchanted tome sealed away inside Giant Scorpion Empress's heavily guarded stronghold,80,Wand / Soul Sword,Earth,6,A + [LEGENDARY] Soulcleave (Phantom Edge Rapier)
7489,E,Plains,None,Specter Drifter Coldgaze,Bat,3,"1 Specter Drifter Coldgaze (Empowered), 3 Dust Bunny (Cursed) Champions, 1 Mushroom Walkers",Eliminate Specter Drifter Coldgaze that bit the mayor's son in the marketplace,40,Spear,Nature,1,F
7490,D,Shadowfell,camp,Desert Raider Leader Sandveil,Bog Frog Poisoned,5,"1 Desert Raider Leader Sandveil (Empowered), 6 Cave Bat Champions, 8 Skeleton Rattles",Clear the abandoned camp overrun by Desert Raider Leader Sandveil and its followers,30,Dagger,Earth,3,E
7491,F,Plains,underground city,Aggressive Rabbit (Cursed),Insect Swarm,2,"1 Aggressive Rabbit (Cursed) (Elite), 3 Enchanted Leafs, 5 Imp Jrs, 3 Broken Skeletons",Deal with Aggressive Rabbit (Cursed) that has been haunting the outhouse behind the guild hall,10,Bow / Spear,Lightning,2,F
7492,E,Underdark,town,Fishman Raider Gillclaw,Skeleton Fragment,2,"1 Fishman Raider Gillclaw, 3 Stray Mutts, 2 Skeleton Fragments",Clear Fishman Raider Gillclaw from the water well it has contaminated,20,Dual Daggers,Psychic,4,E
7493,C,Cursed Badlands,shipwreck,Skeleton Archer Commander,Kobold Digger,5,"1 Skeleton Archer Commander, 8 Slime Blobs, 6 Bandit Thugs",Drive out Skeleton Archer Commander from the ruins used as a shelter by locals,60,Mace / Runic Blade,Holy / Wind,3,C
7494,F,Swamp,citadel,Training Dummy (Rogue),Broken Skeleton,3,"1 Training Dummy (Rogue) (Elite), 4 Enchanted Leafs, 1 Rats, 1 Dog Strays",Drive away Training Dummy (Rogue) that keeps startling farm animals in the northern field,0,Wand,Ice,3,F
7495,D,Volcanic,None,Undead Soldier Bonegrind,Imp Familiar,5,"1 Undead Soldier Bonegrind, 8 Bog Frog Poisoneds, 8 Cave Bats",Drive Undead Soldier Bonegrind and its pack away from local farmsteads,40,Axe,Holy,3,E
7496,S,Volcanic,shipwreck,Wyvern Alpha Stormstrike,Dark Sorcerer Apprentice,10,"1 Wyvern Alpha Stormstrike, 30 Elite Ghoul Warriors, 18 Elemental Spirit Guardians, 6 Scout Dark Soldier Elites",Retrieve the enchanted tome sealed away inside Wyvern Alpha Stormstrike's heavily guarded stronghold,80,Wand,Lightning,6,A + [LEGENDARY] Soulbane Rapier (Spirit Piercer)
7497,F,Astral Void,obsidian keep,Wild Boar Gruntling,Broken Skeleton,1,"1 Wild Boar Gruntling (Elite), 2 Imp Jrs, 4 Spore Puffs, 1 Baby Goblins",Collect basic materials from Wild Boar Gruntling as part of a resource gathering mission,20,Chakram / Wand,Lightning,3,F
7498,D,Swamp,None,Dire Wolf Alpha Fangrunner,Stray Dog,4,"1 Dire Wolf Alpha Fangrunner (Elite), 12 Zombie Drifters, 8 Undead Farmers, 6 Cave Spider Smalls",Exterminate Dire Wolf Alpha Fangrunner that has been stealing food from the market,20,Spear,Water / Ice,3,E
7499,B,Ethereal Mist,None,Gnoll Warlord Hyenaclaw,Wraith Shadow,7,"1 Gnoll Warlord Hyenaclaw, 12 Elite Centaur Scouts, 12 Hag Spawn Guardians, 6 Scout Imp Fighters",Drive Gnoll Warlord Hyenaclaw and its forces out of the nearby settlement,40,Soul Sword,Physical,4,C
7500,C,Swamp,underground city,Mud Elemental Sludgeborn,Slime Blob,3,"1 Mud Elemental Sludgeborn (Elite), 8 Orc Lackeys, 8 Bandit Thugs, 4 Giant Rats",Defeat Mud Elemental Sludgeborn and recover the stolen guild funds from its hideout,50,Wand,Arcane,4,D
7501,B,Obsidian Fields,None,Wraith Captain Hollowgaze,Cave Troll,7,"1 Wraith Captain Hollowgaze + 1 Skeletal Archer Lieutenant, 12 Dark Elf Scouts, 12 Giant Spider Fodder",Retrieve stolen goods from Wraith Captain Hollowgaze's camp before they disappear across the border,50,Axe,Wind,3,C
7502,D,Plains,labyrinth,Undead Pirate Captain Seadead,Rat Pack,2,"1 Undead Pirate Captain Seadead, 8 Elite Goblin Runt Scouts, 4 Zombie Drifter Guardians, 6 Scout Stray Dogs",Eliminate Undead Pirate Captain Seadead that has been spotted near the town outskirts,30,Halberd,Holy / Chaos,4,D
7503,B,Ethereal Mist,labyrinth,Arcane Golem Sparkcaster,Goblin Fighter,7,"1 Arcane Golem Sparkcaster + 1 Plague Rat Lieutenant, 12 Cave Trolls, 12 Merfolk Warrior Fodder",Protect the village from Arcane Golem Sparkcaster's raiding party advancing at nightfall,70,Soul Sword,Earth,5,B
7504,D,Underdark,None,Swamp Creeper Bogvine,Goblin Runt Scout,2,"1 Swamp Creeper Bogvine + 1 Skeleton Rattle Lieutenant, 2 Imp Familiars, 4 Feral Cat Fodder",Kill Swamp Creeper Bogvine and report details of its nesting location to the Guild,50,Staff,Poison,4,D
7505,E,Tundra,colosseum,Specter Drifter Coldgaze,Zombie Stumbler,2,"1 Specter Drifter Coldgaze + 1 Feral Chicken Lieutenant, 3 Stray Mutts, 2 Dust Bunny (Cursed) Fodder",Kill Specter Drifter Coldgaze and collect its claws for the leatherworker's commission,20,Axe / Warhammer,Shadow,3,E
7506,S,Fungal Depths,crypt,Manticore King Razormane,Bone Construct,6,"1 Manticore King Razormane + 1 Naga Guard Lieutenant, 18 Harpy Fighters, 12 Wyvern Hatchling Fodder",Defeat Manticore King Razormane before it destroys the last standing bridge across the cursed gorge,90,Spear,Chaos / Lightning,5,S
7507,E,Abyssal Rift,labyrinth,Undead Farmer Pitchfork,Slime Small,2,"1 Undead Farmer Pitchfork + 1 Feral Chicken Lieutenant, 3 Mushroom Walkers, 1 Cave Cricket Fodder",Drive Undead Farmer Pitchfork from the storage cellar before it eats all the supplies,20,Soul Sword / Wand,Holy / Order,3,E
7508,C,Fungal Depths,None,Orc Captain Ironjaw,Wild Dog,6,"1 Orc Captain Ironjaw (Elite), 12 Wild Dogs, 10 Kobold Diggers, 2 Marsh Sprites",Neutralize Orc Captain Ironjaw blocking the only road connecting two towns,40,Wand,Physical / Arcane,3,C
7509,F,Underdark,None,Baby Kobold Thrower,Imp Jr,1,"1 Baby Kobold Thrower + 1 Zombie Shuffle Lieutenant, 4 Rats, 3 Insect Swarm Fodder",Clear Baby Kobold Thrower from the village chicken coops before dawn,0,Dual Daggers,Chaos,3,F
7510,C,Frozen Wastes,None,Bandit Lord Cutthroat,Marsh Sprite,3,"1 Bandit Lord Cutthroat + 1 Imp Lieutenant, 2 Cave Moths, 4 Cultist Initiate Fodder",Exterminate the monster group under Bandit Lord Cutthroat's command near the village,50,Maul,Physical,2,D
7511,S,Astral Void,underground city,Chimera Lord Triformis,Basilisk Young,5,"1 Chimera Lord Triformis (Elite), 18 Dark Sorcerer Apprentices, 30 Basilisk Youngs, 12 Dark Soldier Elites",Destroy Chimera Lord Triformis's nest before the hatching season floods the region with spawn,80,Magic Tome,Fire,4,A
7512,D,Feywilds,None,Skeletal Champion Crackbone,Slime Drop,3,"1 Skeletal Champion Crackbone + 1 Feral Cat Lieutenant, 10 Cave Bats, 6 Mudcrab Fodder",Drive Skeletal Champion Crackbone and its pack away from local farmsteads,20,Chakram,Necrotic,4,D
7513,B,Mountains,village,Cultist High Priest Bloodrite,Giant Spider,3,"1 Cultist High Priest Bloodrite + 1 Giant Spider Lieutenant, 6 Kobold Warriors, 3 Goblin Fighter Fodder",Eliminate Cultist High Priest Bloodrite blocking access to the region's only fresh water source,70,Axe,Dark / Holy,5,C
7514,SSS,Feywilds,obsidian keep,Astral God-Dragon Veraxthos,Void Golem,13,"1 Astral God-Dragon Veraxthos, 36 Elite Void Walker Abyssals, 24 Wyvern Elite Guardians, 48 Scout Elder Draconids",End Astral God-Dragon Veraxthos's reign of terror and return the stolen divinity to the heavens,100,Wand,Fire,8,SSS
7515,B,Fungal Depths,None,Will-o-Wisp Collective Glimmerkin,Centaur Scout,6,"1 Will-o-Wisp Collective Glimmerkin (Elite), 6 Plague Rats, 9 Goblin Fighters, 12 Skeletal Archers",Exterminate Will-o-Wisp Collective Glimmerkin and its followers before their ritual is completed,50,Spear,Arcane,4,C
7516,S,Feywilds,None,Banshee Queen Wailara,Wyvern Hatchling,5,"1 Banshee Queen Wailara + 1 Shadow Wolf Pack Lieutenant, 12 Stone Golems, 12 Gargoyle Sentinel Fodder",Destroy Banshee Queen Wailara's nest before the hatching season floods the region with spawn,70,Rapier,Dark / Holy,4,A
7517,F,Desert,None,Imp Sparklet,Zombie Shuffle,2,"1 Imp Sparklet + 1 Enchanted Leaf Lieutenant, 1 Small Bats, 3 Zombie Shuffle Fodder",Deal with Imp Sparklet that has been haunting the outhouse behind the guild hall,0,Bow,Nature,1,F
7518,D,Coral Reef,labyrinth,Zombie Hulk Rotgut,Undead Farmer,2,"1 Zombie Hulk Rotgut + 1 Stray Dog Lieutenant, 10 Zombie Drifters, 6 Feral Cat Fodder",Eliminate Zombie Hulk Rotgut that has been spotted near the town outskirts,30,Crossbow / Trident,Holy,3,E
7519,E,Feywilds,None,Giant Rat Queen Mangefur,Bat,4,"1 Giant Rat Queen Mangefur (Elite), 6 Bats, 5 Rats, 3 Slime Smalls",Slay Giant Rat Queen Mangefur as your first officially registered hunter training quest,30,Bow,Psychic / Chaos,2,E
7520,S,Swamp,floating fortress,Golem Titan Graniax,Stone Golem,7,"1 Golem Titan Graniax + 1 Gargoyle Sentinel Lieutenant, 18 Vampire Thralls, 6 Dark Soldier Elite Fodder",Kill Golem Titan Graniax to recover a legendary artifact stolen generations ago,80,Wand,Earth,5,S
7521,C,Fungal Depths,None,Ice Troll Frostbite,Bandit Thug,4,"1 Ice Troll Frostbite (Empowered), 12 Cave Moth Champions, 6 Bandit Thugs",Neutralize Ice Troll Frostbite blocking the only road connecting two towns,30,Mace,Ice,5,D
7522,F,Forest,None,Imp Sparklet,Imp Jr,1,"1 Imp Sparklet (Elite), 4 Small Bats, 2 Dog Strays, 4 Baby Goblins",Collect basic materials from Imp Sparklet as part of a resource gathering mission,0,Dagger / Staff,Wind,3,F
7523,B,Cursed Badlands,citadel,Treant Elder Ironbark,Giant Spider,5,"1 Treant Elder Ironbark, 6 Elite Ogre Grunts, 3 Imp Fighter Guardians, 9 Scout Zombie Brutes",Clear Treant Elder Ironbark's infestation from the old citadel on the hill,60,Scythe / Runic Blade,Arcane,5,B
7524,D,Underdark,None,Cave Bear Clawswipe,Bog Frog Poisoned,4,"1 Cave Bear Clawswipe (Elite), 6 Feral Cats, 4 Skeleton Rattles, 8 Slime Drops",Drive off Cave Bear Clawswipe before it destroys the harvest fields,30,Dual Daggers,Earth,4,E
7525,D,Plains,None,Cave Bear Clawswipe,Rat Pack,2,"1 Cave Bear Clawswipe (Elite), 12 Imp Familiars, 8 Slime Drops, 8 Zombie Drifters",Clear the abandoned area overrun by Cave Bear Clawswipe and its followers,50,Bow / Halberd,Earth,4,D
7526,E,Plains,None,Bat Swarm King Echoflap,Slime Small,3,"1 Bat Swarm King Echoflap (Elite), 6 Imp Sparks, 4 Stray Mutts, 4 Mischievous Pixies",Eliminate Bat Swarm King Echoflap that bit the mayor's son in the marketplace,40,Spear,Earth / Fire,3,F
7527,E,Petrified Forest,None,Goblin Shaman Murkfire,Skeleton Fragment,4,"1 Goblin Shaman Murkfire + 1 Mischievous Pixie Lieutenant, 2 Cave Crickets, 1 Dust Bunny (Cursed) Fodder",Clear Goblin Shaman Murkfire from the water well it has contaminated,30,Axe / Staff,Physical / Radiant,2,F
7528,C,Frozen Wastes,palace,Skeleton Archer Commander,Bat Swarm,3,"1 Skeleton Archer Commander (Elite), 6 Giant Rats, 4 Marsh Sprites, 2 Orc Lackeys",Kill Skeleton Archer Commander that has been raiding the local fishing docks at night,50,Axe,Holy,5,C
7529,F,Shadowfell,None,Skeleton Warrior Rattlebone,Small Bat,2,"1 Skeleton Warrior Rattlebone (Empowered), 6 Zombie Shuffle Champions, 5 Slime Tinys",Collect basic materials from Skeleton Warrior Rattlebone as part of a resource gathering mission,10,Soul Sword,Holy,3,F
7530,F,Petrified Forest,underground city,Small Slime Cluster,Zombie Shuffle,1,"1 Small Slime Cluster (Elite), 6 Broken Skeletons, 1 Baby Goblins, 3 Slime Tinys","Kill Small Slime Cluster and return proof — it's just one, you'll be fine",20,Staff,Poison,2,F
7531,D,Swamp,underground city,Swamp Creeper Bogvine,Zombie Drifter,2,"1 Swamp Creeper Bogvine (Empowered), 12 Slime Drop Champions, 6 Feral Cats",Clear Swamp Creeper Bogvine from the old mine shaft so workers can resume,30,Spear,Poison,2,D
7532,E,Tundra,obsidian keep,Wild Boar Elder Tuskgrind,Bat,3,"1 Wild Boar Elder Tuskgrind, 6 Elite Feral Chickens, 5 Slime Small Guardians, 1 Scout Mushroom Walkers",Eliminate Wild Boar Elder Tuskgrind that bit the mayor's son in the marketplace,20,Greatsword,Arcane / Psychic,4,F
7533,F,Underdark,colosseum,Mushroom Spore Walker,Enchanted Leaf,3,"1 Mushroom Spore Walker, 5 Elite Insect Swarms, 5 Dog Stray Guardians, 3 Scout Imp Jrs",Kill Mushroom Spore Walker as your very first beginner's quest — welcome to the Guild,0,Hand Cannon,Poison,3,F
7534,D,Deep Ocean,haunted manor,Undead Soldier Bonegrind,Feral Cat,5,"1 Undead Soldier Bonegrind (Empowered), 12 Skeleton Rattle Champions, 8 Rat Packs",Slay Undead Soldier Bonegrind and retrieve the missing adventurer's identification tag,20,Soul Sword / Wand,Holy / Void,4,E
7535,F,Shadowfell,None,Goblin Warrior Clubs,Baby Goblin,1,"1 Goblin Warrior Clubs, 2 Elite Mischievous Sprites, 4 Baby Goblin Guardians, 4 Scout Dog Strays",Collect basic materials from Goblin Warrior Clubs as part of a resource gathering mission,0,Soul Sword,Physical,1,F
7536,F,Cursed Badlands,None,Training Dummy (Rogue),Rat,3,"1 Training Dummy (Rogue) (Elite), 5 Broken Skeletons, 4 Mischievous Sprites, 4 Spore Puffs","Kill Training Dummy (Rogue) and return proof — it's just one, you'll be fine",10,Wand,Wind,3,F
7537,E,Coral Reef,None,Goblin Shaman Murkfire,Rat,4,"1 Goblin Shaman Murkfire (Elite), 6 Goblin Child Mobs, 1 Mushroom Walkers, 2 Bats",Exterminate the small pack organized by Goblin Shaman Murkfire near the river,20,Water Staff / Wand,Physical,1,E
7538,B,Forest,city,Corrupted Paladin Greyshield,Imp Fighter,7,"1 Corrupted Paladin Greyshield (Elite), 15 Wraith Shadows, 9 Ogre Grunts, 3 Dark Elf Scouts",Kill Corrupted Paladin Greyshield that has been ambushing traders on the eastern road,70,Bow,Chaos,5,B
7539,D,Tundra,None,Skeletal Champion Crackbone,Imp Familiar,4,"1 Skeletal Champion Crackbone (Elite), 8 Undead Farmers, 2 Cave Bats, 8 Feral Cats",Kill Skeletal Champion Crackbone and report details of its nesting location to the Guild,50,Axe,Necrotic / Holy,2,D
7540,B,Fungal Depths,None,Ogre Chief Skullcrush,Skeletal Archer,4,"1 Ogre Chief Skullcrush (Empowered), 9 Ogre Grunt Champions, 9 Giant Spiders",Defeat Ogre Chief Skullcrush and collect its signature trophy as proof of the kill,40,Staff,Water,5,C
7541,SS,Obsidian Fields,haunted manor,Corrupted Treant Ancient Rotwood,Lesser Wyvern,7,"1 Corrupted Treant Ancient Rotwood + 1 Plague Dragon Lieutenant, 16 Abyssal Crawlers, 24 Dark Knight Elite Fodder",Conquer the fortress of Corrupted Treant Ancient Rotwood and free thousands of enslaved citizens,100,Warhammer,Arcane,6,S
7542,E,Floating Isles,camp,Rabid Hound Alpha Frothjaw,Cave Cricket,2,"1 Rabid Hound Alpha Frothjaw (Elite), 3 Bats, 1 Mushroom Walkers, 4 Mischievous Pixies",Kill Rabid Hound Alpha Frothjaw and return physical proof of the kill to the Guild,10,Halberd,Physical,1,E
7543,E,Forest,obsidian keep,Dust Elemental Sandwhirl,Slime Small,3,"1 Dust Elemental Sandwhirl, 4 Elite Mischievous Pixies, 5 Bat Guardians, 3 Scout Rats",Eliminate Dust Elemental Sandwhirl that bit the mayor's son in the marketplace,10,Shortbow / Staff,Arcane,4,E
7544,C,Cursed Badlands,None,Plague Rat King Gnawfester,Zombie Walker,6,"1 Plague Rat King Gnawfester (Elite), 10 Bat Swarms, 2 Marsh Sprites, 2 Bandit Thugs",Exterminate the monster group under Plague Rat King Gnawfester's command near the village,30,Mace,Poison,2,C
7545,C,Jungle,None,Bandit Lord Cutthroat,Marsh Sprite,6,"1 Bandit Lord Cutthroat, 4 Elite Orc Lackeys, 10 Wild Dog Guardians, 2 Scout Cultist Initiates",Slay Bandit Lord Cutthroat and its minions harassing construction workers,50,Crossbow / Dual Daggers,Physical / Lightning,5,D
7546,F,Petrified Forest,None,Goblin Warrior Clubs,Rat,1,"1 Goblin Warrior Clubs, 4 Elite Rats, 5 Baby Goblin Guardians, 4 Scout Dog Strays","Kill Goblin Warrior Clubs and return proof — it's just one, you'll be fine",10,Axe,Physical,2,F
7547,C,Swamp,camp,Harpy Matron Screech,Cultist Initiate,5,"1 Harpy Matron Screech + 1 Bandit Thug Lieutenant, 6 Skeleton Basics, 8 Imp Fodder",Defeat Harpy Matron Screech and recover the stolen guild funds from its hideout,30,Mace / Trident,Wind,2,D
7548,E,Jungle,None,Undead Farmer Pitchfork,Slime Small,3,"1 Undead Farmer Pitchfork (Elite), 5 Stray Mutts, 5 Slime Smalls, 3 Cave Crickets",Chase Undead Farmer Pitchfork away from the village before it becomes a real threat,20,Crossbow,Holy,3,F
7549,C,Frozen Wastes,crypt,Harpy Matron Screech,Goblin Grunt,5,"1 Harpy Matron Screech, 10 Bat Swarms, 2 Orc Lackeys",Clear the infestation around the crypt led by Harpy Matron Screech,50,Greatsword,Wind,5,C
7550,F,Deep Ocean,None,Angry Villager (Enchanted),Baby Goblin,3,"1 Angry Villager (Enchanted) (Elite), 2 Slime Tinys, 4 Small Bats, 4 Lazy Undeads",Drive away Angry Villager (Enchanted) that keeps startling farm animals in the northern field,0,Harpoon Lance / Trident,Radiant,1,F
7551,C,Underdark,rift gate,Plague Rat King Gnawfester,Cultist Initiate,6,"1 Plague Rat King Gnawfester (Empowered), 12 Imp Champions, 4 Marsh Sprites",Slay Plague Rat King Gnawfester causing destruction along the eastern trading region,60,Dual Daggers / Staff,Poison / Chaos,2,D
7552,F,Underdark,None,Baby Kobold Thrower,Broken Skeleton,2,"1 Baby Kobold Thrower, 4 Elite Baby Goblins, 3 Mischievous Sprite Guardians, 1 Scout Zombie Shuffles","Kill Baby Kobold Thrower and return proof — it's just one, you'll be fine",10,Dual Daggers,Ice / Shadow,3,F
7553,B,Fungal Depths,shipwreck,Wraith Captain Hollowgaze,Hag Spawn,4,"1 Wraith Captain Hollowgaze + 1 Plague Rat Lieutenant, 9 Skeletal Archers, 6 Zombie Brute Fodder",Clear Wraith Captain Hollowgaze's infestation from the old shipwreck on the hill,70,Wand,Psychic,5,B
7554,C,Underdark,dungeon,Dark Dwarf Smith Deepstrike,Wild Dog,5,"1 Dark Dwarf Smith Deepstrike, 4 Elite Wild Dogs, 10 Cultist Initiate Guardians, 2 Scout Cave Moths",Neutralize Dark Dwarf Smith Deepstrike blocking the only road connecting two towns,40,Axe,Dark,2,C
7555,C,Tundra,fort,Ghoul Leader Decompose,Goblin Grunt,6,"1 Ghoul Leader Decompose (Empowered), 4 Skeleton Basic Champions, 10 Marsh Sprites",Neutralize Ghoul Leader Decompose blocking the only road connecting two towns,50,Warhammer,Physical / Chaos,4,D
7556,E,Mountains,None,Zombie Chieftain Rotbreath,Cave Cricket,2,"1 Zombie Chieftain Rotbreath, 2 Imp Sparks, 5 Mischievous Pixies",Defeat Zombie Chieftain Rotbreath as part of your rookie Guild training exercise,40,Maul,Holy,1,F
7557,F,Jungle,None,Training Dummy (Rogue),Mischievous Sprite,1,"1 Training Dummy (Rogue), 2 Slime Tinys, 4 Imp Jrs",Deal with Training Dummy (Rogue) that has been haunting the outhouse behind the guild hall,0,Trident,Arcane,2,F
7558,B,Underground Caverns,obsidian keep,Kobold Shaman Scalespell,Dark Elf Scout,5,"1 Kobold Shaman Scalespell (Elite), 9 Hag Spawns, 9 Goblin Fighters, 12 Dark Elf Scouts",Drive Kobold Shaman Scalespell and its forces out of the nearby settlement,70,Crossbow,Order,3,C
7559,F,Underdark,None,Goblin Warrior Clubs,Mischievous Sprite,2,"1 Goblin Warrior Clubs + 1 Insect Swarm Lieutenant, 2 Lazy Undeads, 2 Zombie Shuffle Fodder",Clear Goblin Warrior Clubs from the village chicken coops before dawn,10,Staff,Physical,3,F
7560,F,Desert,None,Imp Sparklet,Baby Goblin,2,"1 Imp Sparklet, 3 Elite Insect Swarms, 2 Small Bat Guardians, 1 Scout Zombie Shuffles",Collect basic materials from Imp Sparklet as part of a resource gathering mission,10,Bow / Dagger,Chaos / Fire,2,F
7561,E,Desert,rift gate,Goblin Shaman Murkfire,Imp Spark,2,"1 Goblin Shaman Murkfire, 2 Bats, 3 Stray Mutts",Drive Goblin Shaman Murkfire from the storage cellar before it eats all the supplies,10,Scimitar,Physical,2,F
7562,E,Forest,None,Wild Boar Elder Tuskgrind,Zombie Stumbler,2,"1 Wild Boar Elder Tuskgrind, 6 Zombie Stumblers, 3 Bats",Slay Wild Boar Elder Tuskgrind as your first officially registered hunter training quest,10,Shortbow / Crossbow,Arcane / Dark,1,E
7563,E,Shadowfell,None,Thorn Bush Awakened,Slime Small,4,"1 Thorn Bush Awakened (Empowered), 5 Rat Champions, 2 Dust Bunny (Cursed)s",Defeat Thorn Bush Awakened and gather two samples of its hide for alchemy use,10,Wand,Ice,2,E
7564,E,Crystal Wastes,underground city,Feral Lynx Pack Leader,Slime Small,2,"1 Feral Lynx Pack Leader + 1 Slime Small Lieutenant, 4 Feral Chickens, 3 Dust Bunny (Cursed) Fodder",Kill Feral Lynx Pack Leader and collect its claws for the leatherworker's commission,20,Wand,Dark,3,F
7565,D,Forest,rift gate,Undead Soldier Bonegrind,Bog Frog Poisoned,5,"1 Undead Soldier Bonegrind (Elite), 4 Goblin Runt Scouts, 6 Undead Farmers, 8 Rat Packs",Clear Undead Soldier Bonegrind from the old mine shaft so workers can resume,20,Crossbow,Holy,3,E
